,ES1 Index,NQ1 Index,Z 1 Index,VG1 Index,XU1 Index,NK1 Index,CL1 Comdty,CO1 Comdty,NG1 Comdty,XB1 Comdty,HO1 Comdty,HG1 Comdty,LA1 Comdty,LX1 Comdty,C 1 Comdty,S 1 Comdty,BO1 Comdty,LC1 Comdty,W 1 Comdty,GC1 Comdty,PL1 Comdty,FV1 Comdty,TY1 Comdty,RX1 Comdty,JB1 Comdty,PnL,Pct_PnL,CumPnL
7/26/2017,123662.5,118960,-281473.8607,-178046.7019,117825,180248.2461,-146250,-152910,-29240,0,0,0,-288937.5,-70043.75,0,0,0,0,0,124940,-91950,0,0,0,0,-1375.99,-1.38E-05,0.697595098
7/27/2017,-123600,118190,282335.8335,178864.4344,118050,180208.5206,-147120,-154470,29690,0,0,0,-288187.5,-69856.25,0,0,0,0,0,-126000,92320,0,0,0,0,-4302.74,-4.30E-05,0.697565083
7/28/2017,123512.5,118205,-277824.2996,-176461.5777,-130020,-180249.3675,-149130,-157560,-29410,0,0,0,-283312.5,-69200,0,0,0,0,0,126840,93660,0,0,0,0,-3036.31,-3.04E-05,0.697543903
7/31/2017,-123400,-117650,276579.6443,174649.5524,-130350,-180845.2748,-50170,-52650,27940,0,0,0,-237468.75,-69650,0,0,0,0,0,-253320,-94070,0,0,0,0,2611.94,2.61E-05,0.697562122
8/1/2017,-123612.5,-117785,-278648.7919,-176563.2944,-120050,-181043.8565,-147480,-103560,28190,0,0,0,-236031.25,-69243.75,0,0,0,0,0,-127260,94950,0,0,0,0,-4499.61,-4.50E-05,0.697530734
8/2/2017,-123675,-118215,-833037.1323,-582489.8785,-143940,-181268.0636,-148770,-157080,28110,0,0,0,-238375,69737.5,0,0,0,0,0,254360,95380,0,0,0,0,-3671.97,-3.67E-05,0.697505121
8/3/2017,123587.5,117800,-282444.0554,-204220.7245,153822.5,181826.4425,-147090,-104020,-28000,0,0,0,-284625,-69518.75,0,0,0,0,0,-126780,-96460,0,0,0,0,-6725.3,-6.73E-05,0.697458212
8/4/2017,-123600,-117960,-285908.7423,-208400.5776,-152685,-180233.0834,-148740,-104840,-83220,0,0,0,-283800,-70050,0,0,0,0,0,-125830,96900,0,0,0,0,-12607.93,-0.000126079,0.697370277
8/7/2017,-123875,-118680,286708.8608,593641.3735,-153562.5,-180948.0813,-49390,-52370,-28010,0,0,0,-97412.5,-71212.5,0,0,0,0,0,-251640,-97160,0,0,0,0,-1350.24,-1.35E-05,0.697360861
8/8/2017,-123637.5,-118360,-288119.6121,-209189.9251,-153335,-181109.4996,-147510,-156420,-28220,0,0,0,-302887.5,72975,0,0,0,0,0,-251280,97450,0,0,0,0,1086.45,1.09E-05,0.697368437
8/9/2017,-123650,-118450,286181.175,-206327.0686,-163800,-179249.5685,-49560,-158100,28830,0,0,0,-303075,-73056.25,0,0,0,0,0,-127300,97610,0,0,0,0,7464.6,7.46E-05,0.697420493
8/10/2017,121875,115795,283906.1416,174617.737,139560,180494.5055,-145770,-155700,-89550,0,0,0,-254093.75,73162.5,0,0,0,0,0,-128370,-98590,0,0,0,0,-1089.6,-1.09E-05,0.697412894
8/11/2017,122000,116765,839960.8114,172523.4752,410580,330376.4085,-146460,-156300,-89490,0,0,0,-254781.25,72081.25,0,0,0,0,0,-128770,-98970,0,0,0,0,11317.47,0.000113175,0.697491823
8/14/2017,-123175,-118200,283380.901,205246.18,-138540,-178144.6684,-47590,-50730,-29590,0,0,0,-253406.25,-290150,0,0,0,0,0,-256840,-97490,0,0,0,0,-5113.44,-5.11E-05,0.697456158
8/15/2017,-123187.5,-118240,-286444.1682,-206510.4389,-139410,-178368.1214,-47550,-50800,-29350,0,0,0,-254781.25,-73887.5,0,0,0,0,0,127370,96740,0,0,0,0,-10549.87,-0.000105499,0.697382577
8/16/2017,123375,118470,287758.9016,-207257.5848,-139500,-179054.3606,-140340,-150810,-86700,0,0,0,-104200,77962.5,0,0,0,0,0,127690,97450,0,0,0,0,-6898,-6.90E-05,0.697334471
8/17/2017,121475,116005,344505.7507,-206721.8289,-139440,-179611.2074,-47090,-51030,-87870,0,0,0,-103262.5,76562.5,0,0,0,0,0,128640,98170,0,0,0,0,-261.22,-2.61E-06,0.69733265
8/18/2017,121337.5,116025,284362.8594,205161.1258,151352.5,-178054.5888,-48510,-52720,-86790,0,0,0,-102575,78162.5,0,0,0,0,0,128570,98240,0,0,0,0,-808.56,-8.09E-06,0.697327011
8/21/2017,-121400,-115880,-283255.814,-202623.7833,-151872.5,-177647.2747,-142110,-154980,-88860,0,0,0,-310387.5,-312700,0,0,0,0,0,-129080,98550,0,0,0,0,-7431.42,-7.43E-05,0.69727519
8/22/2017,122637.5,117570,287644.2608,-205619.7926,-153205,-176508.1683,-142920,-103740,-117560,0,0,0,-103125,77925,0,0,0,0,0,257020,98130,0,0,0,0,-6592.42,-6.59E-05,0.697229223
8/23/2017,122075,116960,288242.1875,232946.5571,154765,178099.7799,-48410,-105140,-87840,0,0,0,-312637.5,-77362.5,0,0,0,0,0,-128890,-98090,0,0,0,0,-488.27,-4.88E-06,0.697225818
8/24/2017,122037.5,116810,347574.4082,233579.1169,165760,176341.7306,-142290,-156120,-88470,0,0,0,-314025,-77893.75,0,0,0,0,0,-128650,-98260,0,0,0,0,10393.83,0.000103938,0.697298287
8/25/2017,122125,116500,287513.5848,230795.0352,170030,177852.9627,-143610,-157230,-86760,0,0,0,-308587.5,76487.5,0,0,0,0,0,129250,-97910,0,0,0,0,43200.72,0.000432007,0.697599525
8/28/2017,-122187.5,-116895,286379.8036,685599.7996,488500,355697.9405,-46570,-51890,-29250,0,0,0,-279212.5,-271462.5,0,0,0,0,0,-261940,-98930,0,0,0,0,-294004.08,-0.002940041,0.695548554
8/29/2017,122350,117395,908252.0514,678984.2967,475702.5,353295.0506,-139320,-104000,-29610,0,0,0,312262.5,310575,0,0,0,0,0,-131310,-100350,0,0,0,0,13021.09,0.000130211,0.695639122
